"Current ISBN-13 Complete"	"Ausgabennr."	"Current Project No"	"Description"	"Notification No"	"No_ Series"	"Serial Nos_"	"Series Code"	"Current Print Run No"	"Edition Group"	"Genre Code"	"Imprint Code"	"Item Disc Group "	"Item Type Code"	"Publication Date Edition"
"9783525871683"	"111448"	"111448"	"Martin Luther"	"7"	""	""	"033"	"1"	"9100"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.11.1995"
""	"107373"	"107373"	"WG 1989 Jg.78 Heft 03"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525558232"	"114985"	"114985"	"Johann Konrad Dippel (1673–1734)"	"7"	""	""	"020"	"1"	"5500"	"GESCH"	"VR"	"210"	"BUCH"	"12.07.2001"
""	"107374"	"107374"	"WG 1989 Jg.78 Heft 04"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783825201098"	"100162"	"100162"	"Studienbuch zur technischen Optik"	"7"	""	""	""	"2"	"9500"	"WIRTSCHAFT"	"UTB"	"210"	"BUCH"	"12.11.1985"
""	"107375"	"107375"	"WG 1989 Jg.78 Heft 05"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"111436"	"111436"	"WP 1966 Jg.55 Heft 12"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.07.1995"
""	"107376"	"107376"	"WG 1989 Jg.78 Heft 06"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525208151"	"114969"	"114969"	"Goethe nach 1999"	"7"	""	""	""	"1"	"2000"	"GEIST"	"VR"	"210"	"BUCH"	"12.05.2001"
""	"107377"	"107377"	"WG 1989 Jg.78 Heft 07"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525458914"	"114974"	"114974"	"Thure von Uexküll"	"7"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.04.2001"
""	"107378"	"107378"	"WG 1989 Jg.78 Heft 08"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525016183"	"110640"	"110640"	"Der inspirierte Leser"	"7"	""	""	"651"	"1"	"6300"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"12.11.1994"
""	"107379"	"107379"	"WG 1989 Jg.78 Heft 09"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525604021"	"113972"	"113972"	"Die Jakobstaube"	"7"	""	""	""	"1"	"6300"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"12.08.1999"
""	"107380"	"107380"	"WG 1989 Jg.78 Heft 10"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525593301"	"110243"	"110243"	"Die Bergpredigt Jesu"	"7"	""	""	"138"	"1"	"6000"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"12.03.1994"
""	"107381"	"107381"	"WG 1989 Jg.78 Heft 11"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"113963"	"113963"	"GG Jg.1975 – 1990 cplt."	"7"	""	""	""	"1"	"8500"	""	"VR"	"170"	"BUCH"	"12.04.1999"
""	"107382"	"107382"	"WG 1989 Jg.78 Heft 12"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525562796"	"110639"	"110639"	"Der andere Aufbruch"	"7"	""	""	"147"	"1"	"5600"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.11.1994"
""	"107383"	"107383"	"WG 1990 Jg.79 Heft 01"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525458594"	"113920"	"113920"	"Handlung und Symbol"	"7"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.06.1999"
""	"107384"	"107384"	"WG 1990 Jg.79 Heft 02"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"111396"	"111396"	"GP 1960-61 Jg.15 Heft 03"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.06.1995"
""	"107385"	"107385"	"WG 1990 Jg.79 Heft 03"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525014554"	"113912"	"113912"	"Das Werden der Person"	"7"	""	""	"651"	"1"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.09.1999"
""	"107386"	"107386"	"WG 1990 Jg.79 Heft 04"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525462546"	"1001626"	"P1001835"	"Heile Seelen"	"7"	""	""	""	"1"	"4910"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"10.04.2007"
""	"107387"	"107387"	"WG 1990 Jg.79 Heft 05"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525132272"	"110642"	"110642"	"Wirtschaftspolitik in offenen Volkswirtschaften"	"7"	""	""	""	"1"	"9200"	"WIRTSCHAFT"	"VR"	"210"	"BUCH"	"12.09.1994"
""	"107388"	"107388"	"WG 1990 Jg.79 Heft 06"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"110329"	"110329"	"WG 1994 Jg.83 cplt."	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1994"
""	"107389"	"107389"	"WG 1990 Jg.79 Heft 07"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783825202484"	"100163"	"100163"	"Lineare Geometrie"	"7"	""	""	""	"2"	"9500"	"MATH./NATU"	"UTB"	"210"	"BUCH"	"12.01.1973"
""	"107390"	"107390"	"WG 1990 Jg.79 Heft 08"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525458976"	"114977"	"114977"	"Supervision und Organisationsberatung"	"7"	""	""	""	"1"	"4060"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.09.2001"
""	"107391"	"107391"	"WG 1990 Jg.79 Heft 09"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525012253"	"113898"	"113898"	"Der rebellische Prophet"	"7"	""	""	"651"	"1"	"2000"	"GEIST"	"VR"	"100"	"BUCH"	"12.09.1999"
""	"107392"	"107392"	"WG 1990 Jg.79 Heft 10"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"110295"	"110295"	"WM 1994 Jg.46 Heft 03"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.04.1994"
""	"107393"	"107393"	"WG 1990 Jg.79 Heft 11"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525340219"	"113885"	"113885"	"Schlachtfeld der Diktatoren"	"7"	""	""	"400"	"1"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"12.04.2000"
""	"107394"	"107394"	"WG 1990 Jg.79 Heft 12"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525208120"	"114966"	"114966"	"Was denn ist Kunst?"	"7"	""	""	""	"1"	"2000"	"GEIST"	"VR"	"100"	"BUCH"	"12.04.2001"
""	"107395"	"107395"	"WP 1989 Jg.78 Heft 01"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"113878"	"113878"	"Das gesungene Bibelwort Heft 25"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107396"	"107396"	"WP 1989 Jg.78 Heft 03"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525537770"	"111443"	"111443"	"From Icon to Metaphor"	"7"	""	""	"627"	"1"	"5300"	"WISS.THEO"	"VR"	"160"	"BUCH"	"12.09.1995"
""	"107397"	"107397"	"WP 1989 Jg.78 Heft 04"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525479070"	"1001634"	"P1001846"	"Vorbild der Gerechtigkeit"	"7"	""	""	"660"	"1"	"4910"	"GEIST"	"VR"	"210"	"BUCH"	"21.11.2007"
""	"107398"	"107398"	"WP 1989 Jg.78 Heft 06"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525335420"	"110647"	"110647"	"Das Deutsche Kaiserreich"	"7"	""	""	"390"	"7"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"01.11.1994"
""	"107399"	"107399"	"WP 1989 Jg.78 Heft 07"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"111394"	"111394"	"GP 1959-60 Jg.14 Heft 03"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.06.1995"
""	"107400"	"107400"	"WP 1989 Jg.78 Heft 09"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"111625"	"111625"	"ZV 1996 Bd.109 Heft 02"	"7"	""	""	""	"1"	"8500"	""	"VR"	"170"	"BUCH"	"12.03.1997"
""	"107401"	"107401"	"WP 1989 Jg.78 Heft 10"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"113874"	"113874"	"Das gesungene Bibelwort Heft 21"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107402"	"107402"	"WP 1989 Jg.78 Heft 12"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525458952"	"114976"	"114976"	"Suizid und Zweierbeziehung"	"7"	""	""	""	"1"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.04.2001"
""	"107403"	"107403"	"WP 1990 Jg.79 Heft 01"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"113872"	"113872"	"Das gesungene Bibelwort Heft 19"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107404"	"107404"	"WP 1990 Jg.79 Heft 03"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525857922"	"1001639"	"P1001852"	"Subsidiarität, Wettbewerb und Subventionen im Verkehr"	"7"	""	""	"890"	"1"	"9200"	"WIRTSCHAFT"	"VR"	"160"	"BUCH"	"07.02.2006"
""	"107405"	"107405"	"WP 1990 Jg.79 Heft 04"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
""	"113870"	"113870"	"Das gesungene Bibelwort"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107406"	"107406"	"WP 1990 Jg.79 Heft 06"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783825209698"	"100164"	"100164"	"Einführung in die Mathematik für Ingenieure I"	"7"	""	""	""	"1"	"9500"	"MATH./NATU"	"UTB"	"210"	"BUCH"	"12.11.1979"
""	"107407"	"107407"	"WP 1990 Jg.79 Heft 07"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525362914"	"1001641"	"P1001854"	"Tage deutscher Geschichte im 20. Jahrhundert"	"7"	""	""	""	"1"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"08.08.2006"
""	"107408"	"107408"	"WP 1990 Jg.79 Heft 09"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525595176"	"1001642"	"P1004480"	"Schulgottesdienste"	"7"	""	""	"138"	"2"	"6000"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"23.07.2008"
""	"107409"	"107409"	"WP 1990 Jg.79 Heft 10"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525259054"	"114994"	"114994"	"Disciplining Classics – Altertumswissenschaft als Beruf"	"7"	""	""	"045"	"1"	"2500"	"GEIST"	"VR"	"210"	"BUCH"	"12.11.2001"
""	"107410"	"107410"	"WP 1990 Jg.79 Heft 12"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.12.1991"
"9783525479049"	"114990"	"114990"	"Der Regent als Architekt"	"7"	""	""	"660"	"1"	"4910"	"GEIST"	"VR"	"100"	"BUCH"	"12.10.2001"
""	"107411"	"107411"	"EK ohne Jahrgangsaufdruck"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783825284114"	"1001649"	"P1001862"	"Geschichte der ökonomischen Analyse I/II"	"7"	""	""	""	"1"	"9580"	"WIRTSCHAFT"	"UTB"	"132"	"BUCH"	"18.02.2009"
""	"107412"	"107412"	"EK 1953 Jg.02"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525362501"	"115013"	"115013"	"Protestantisches Christentum im Prozeß der Säkularisierung"	"7"	""	""	""	"1"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"12.03.2001"
""	"107413"	"107413"	"EK 1961 Jg.10"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783825209704"	"100165"	"100165"	"Einführung in die Mathematik für Ingenieure II"	"7"	""	""	""	"1"	"9500"	"MATH./NATU"	"UTB"	"210"	"BUCH"	"12.03.1980"
""	"107414"	"107414"	"EK 1960 Jg.09"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525558980"	"114995"	"114995"	"Pietismus und Neuzeit Band 26 – 2000"	"7"	""	""	"635"	"1"	"5500"	"GESCH"	"VR"	"170"	"BUCH"	"12.02.2001"
""	"107415"	"107415"	"EK 1962 Jg.11"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525362518"	"115009"	"115009"	"Die geraubte Revolution"	"7"	""	""	""	"1"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"12.03.2001"
""	"107416"	"107416"	"EK 1963 Jg.12"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525132357"	"115020"	"115020"	"Geldpolitik und Europäische Währungsunion"	"7"	""	""	""	"1"	"9200"	"WIRTSCHAFT"	"VR"	"210"	"BUCH"	"12.11.2000"
""	"107417"	"107417"	"EK 1964 Jg.13"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525862872"	"111442"	"111442"	"Über Volksrichterkarrieren"	"7"	""	""	"034"	"1"	"9100"	"GEIST"	"VR"	"160"	"BUCH"	"12.09.1995"
""	"107418"	"107418"	"EK 1965 Jg.14"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"109709"	"109709"	"EA 1992 Jg.81"	"7"	""	""	""	"1"	"8100"	"WISS.THEO"	"VR"	"170"	"BUCH"	"12.03.1993"
""	"107419"	"107419"	"EK 1967 Jg.16"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525013441"	"110224"	"110224"	"Ende einer Selbstzerstörung"	"7"	""	""	"651"	"2"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"12.09.1993"
""	"107420"	"107420"	"EK 1968 Jg.17"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525363218"	"110644"	"110644"	"Konstitution gegen Revolution"	"7"	""	""	"887"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.02.1995"
""	"107421"	"107421"	"EK 1969 Jg.18"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783825200664"	"100166"	"100166"	"UTB 0066S Hinzpeter,Physik 2.A."	"7"	""	""	""	"2"	"9500"	"MATH./NATU"	"UTB"	"210"	"BUCH"	"12.02.1981"
""	"107422"	"107422"	"EK 1970 Jg.19"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"113867"	"113867"	"Das gesungene Bibelwort"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107423"	"107423"	"EK 1971 Jg.20"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525554234"	"109911"	"109911"	"Erneuern und Bewahren"	"7"	""	""	""	"1"	"5500"	"GESCH"	"VR"	"210"	"BUCH"	"12.10.1993"
""	"107424"	"107424"	"EK 1973 Jg.22"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525013526"	"109913"	"109913"	"Bürgerliche Feste"	"7"	""	""	""	"1"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"12.09.1993"
""	"107425"	"107425"	"EK 1974 Jg.23"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525363201"	"110645"	"110645"	"Politik der Illusionen"	"7"	""	""	"887"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.02.1995"
""	"107426"	"107426"	"EK 1976 Jg.25"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525568071"	"1001665"	"P1001878"	"Gläubigkeit und Recht und Freiheit"	"7"	""	""	""	"1"	"6910"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.09.2006"
""	"107427"	"107427"	"EK 1977 Jg.26"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"113863"	"113863"	"Das gesungene Bibelwort Heft 10"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107428"	"107428"	"EK 1978 Jg.27"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525362327"	"109916"	"109916"	"Geschichte der Ukraine"	"7"	""	""	""	"1"	"3000"	"GESCH"	"VR"	"210"	"BUCH"	"12.10.1993"
""	"107429"	"107429"	"EK 1979 Jg.28"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783825217716"	"109938"	"109938"	"Religionspädagogik"	"7"	""	""	""	"1"	"9500"	"GEIST"	"UTB"	"210"	"BUCH"	"12.10.1993"
""	"107430"	"107430"	"EK 1980 Jg.29"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"113861"	"113861"	"Das gesungene Bibelwort"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107431"	"107431"	"EK 1981 Jg.30"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"116547"	"116547"	"Geschichte und Gesellschaft 2003 Jg.29 Heft 02"	"7"	""	""	""	"1"	"8500"	"GESCH"	"VR"	"170"	"ZEITSCHR"	"12.05.2003"
""	"107432"	"107432"	"EK 1982 Jg.31"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"113857"	"113857"	"Das gesungene Bibelwort Heft 4"	"7"	""	""	"285"	"1"	"5000"	"WISS.THEO"	"VR"	"100"	"BUCH"	"12.03.1999"
""	"107433"	"107433"	"EK 1983 Jg.32"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"110651"	"110651"	"ZP 1964 Jg.10 Heft 04"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.05.1994"
""	"107434"	"107434"	"EK 1984 Jg.33"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783825200671"	"100167"	"100167"	"UTB 0067S Hinzpeter,Physik 6"	"7"	""	""	""	"2"	"9500"	"MATH./NATU"	"UTB"	"210"	"BUCH"	"12.01.1983"
""	"107435"	"107435"	"EK 1985 Jg.34"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"110237"	"110237"	"ZG 1975 Bd.25 Heft 03"	"7"	""	""	""	"1"	"8500"	""	"VR"	"170"	"BUCH"	"12.12.1993"
""	"107436"	"107436"	"EK 1986 Jg.35"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525538401"	"109941"	"109941"	"Q auf dem Prüfstand"	"7"	""	""	"146"	"1"	"5300"	"WISS.THEO"	"VR"	"210"	"BUCH"	"12.11.1993"
""	"107437"	"107437"	"EK 1987 Jg.36"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
"9783525613368"	"110242"	"110242"	"Konfirmandenunterricht mit 9/10jährigen"	"7"	""	""	""	"1"	"6300"	"UNTERRICHT"	"VR"	"100"	"BUCH"	"12.04.1994"
""	"107438"	"107438"	"EK 1988 Jg.37"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"110391"	"110391"	"GR 1994 Bd.30 cplt."	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.01.1995"
""	"107439"	"107439"	"EK 1989 Jg.38"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.12.1991"
""	"109950"	"109950"	"WM 1957 Jg.09 Heft 09"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.05.1993"
"9783525820605"	"107441"	"107441"	"West-Ost-Politik"	"7"	""	""	"256"	"1"	"9000"	"GEIST"	"VR"	"210"	"BUCH"	"12.12.1991"
"9783525616024"	"1001676"	"P1001896"	"Eine-Welt-Bibel"	"7"	""	""	""	"1"	"6300"	"PRAKT.THEO"	"VR"	"100"	"BUCH"	"13.02.2007"
""	"107442"	"107442"	"HM 1991-92 Jg.67 Heft 04"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.01.1992"
""	"109969"	"109969"	"WM 1975 Jg.27 Heft 08-09"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.06.1993"
""	"107443"	"107443"	"HM 1991-92 Jg.67 Heft 05"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.01.1992"
"9783525303634"	"110657"	"110657"	"Dilthey-Jahrbuch Bd.9/1994–95"	"7"	""	""	"140"	"1"	"2300"	"GEIST"	"VR"	"170"	"BUCH"	"12.04.1995"
""	"107444"	"107444"	"HM 1991-92 Jg.67 Heft 06"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.03.1992"
"9783825228552"	"1001678"	"P1001899"	"Ungarn seit 1945"	"7"	""	""	"166"	"1"	"9530"	"GESCH"	"UTB"	"132"	"BUCH"	"14.09.2006"
""	"107445"	"107445"	"HM 1991-92 Jg.67 Heft 07"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.04.1992"
"9783525457306"	"110653"	"110653"	"Psychotherapeuten und Paare"	"7"	""	""	""	"2"	"4070"	"PSYCH/MED"	"VR"	"100"	"BUCH"	"12.09.1994"
""	"107446"	"107446"	"HM 1991-92 Jg.67 Heft 08"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.05.1992"
"9783525802175"	"109971"	"109971"	"JR 1991-92 Jg.12-13 cplt."	"7"	""	""	""	"1"	"8500"	""	"VR"	"170"	"BUCH"	"12.06.1993"
""	"107447"	"107447"	"HM 1991-92 Jg.67 Heft 09"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.06.1992"
""	"109974"	"109974"	"WM 1979 Jg.31 Heft 10"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.06.1993"
""	"107448"	"107448"	"HM 1991-92 Jg.67 Heft 10-11"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.07.1992"
"9783525405277"	"110654"	"110654"	"Naive Mengenlehre"	"7"	""	""	"510"	"5"	"9300"	"MATH./NATU"	"VR"	"132"	"BUCH"	"12.06.1994"
""	"107449"	"107449"	"HM 1991-92 Jg.67 Heft 12"	"7"	""	""	""	"1"	"8100"	"PRAKT.THEO"	"VR"	"170"	"BUCH"	"12.01.1992"
"9783525775561"	"109987"	"109987"	"LebensZeichen. Band 1"	"7"	""	""	""	"1"	"7700"	"UNTERRICHT"	"VR"	"150"	"BUCH"	"12.07.1993"
""	"107450"	"107450"	"EG 1991 Jg.17"	"7"	""	""	""	"1"	"8500"	""	"VR"	"170"	"BUCH"	"12.04.1992"
"9783525362488"	"115022"	"115022"	"Carl Schmitt"	"7"	""	""	""	"1"	"3000"	"GESCH"	"VR"	"100"	"BUCH"	"12.03.2001"
""	"107451"	"107451"	"PK 1992 Jg.41 Heft 01"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.01.1992"
"9783525623442"	"110291"	"110291"	"Alleinstehende"	"7"	""	""	"023"	"1"	"6700"	"PRAKT.THEO"	"VR"	"210"	"BUCH"	"12.02.1994"
""	"107452"	"107452"	"PK 1992 Jg.41 Heft 02"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.02.1992"
"9783525356425"	"110227"	"110227"	"Der Maurermeister und der Finanzrichter"	"7"	""	""	"888"	"1"	"3100"	"GESCH"	"VR"	"210"	"BUCH"	"12.10.1994"
""	"107453"	"107453"	"PK 1992 Jg.41 Heft 03 /Doppelheft"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.03.1992"
"9783525862827"	"109992"	"109992"	"Mauerschützen"	"7"	""	""	"034"	"1"	"9100"	"GEIST"	"VR"	"160"	"BUCH"	"12.08.1993"
""	"107454"	"107454"	"PK 1992 Jg.41 Heft 04"	"7"	""	""	""	"1"	"8400"	""	"VR"	"170"	"ZEITSCHR"	"12.04.1992"
